head,relation,tail
POST_44,postedAtMonth,Sep
POST_44,postedAtYear,2025
POST_45,hasHashtag,#bcci
POST_45,hasHashtag,#cricket
POST_45,hasHashtag,#cwc25
POST_45,hasHashtag,#deeptisharma
POST_45,hasHashtag,#icc
POST_45,hasHashtag,#indiancricket
POST_45,hasHashtag,#teamindia
POST_45,hasHashtag,#womenscricket
POST_45,hasHashtag,#womensworldcup
POST_45,hasKeyword,cwc
POST_45,hasKeyword,cwc25
POST_45,hasKeyword,world cup
POST_45,hasKeyword,world cup 2025
POST_45,hasNumber,2025
POST_45,hasSentiment,sent_positive
POST_45,isAboutEvent,2025
POST_45,isAboutEvent,Cricket
POST_45,isAboutEvent,Cup
POST_45,isAboutEvent,World
POST_45,mentionsEntity,Anchored
POST_45,mentionsEntity,Cricket
POST_45,mentionsEntity,Team India
POST_45,mentionsEntity,Women
POST_45,mentionsEntity,World Cup
POST_45,mentionsEntity,anchored the
POST_45,mentionsEntity,icc odi
POST_45,mentionsEntity,s world
POST_45,mentionsEntity,team india
POST_45,postedAtHour,6
POST_45,postedAtMonth,Sep
POST_45,postedAtYear,2025
POST_46,hasHashtag,#cwc25
POST_46,hasHashtag,#indvsl
POST_46,hasHashtag,#teamindia
POST_46,hasHashtag,#womeninblue
POST_46,hasKeyword,cricket world cup
POST_46,hasKeyword,cwc
POST_46,hasKeyword,cwc25
POST_46,hasKeyword,world cup
POST_46,hasKeyword,world cup 2025
POST_46,hasNumber,2025
POST_46,hasNumber,59
POST_46,hasSentiment,sent_positive
POST_46,isAboutEvent,2025
POST_46,isAboutEvent,Cricket
POST_46,isAboutEvent,Cup
POST_46,isAboutEvent,World
POST_46,mentionsEntity,Cricket World Cup
POST_46,mentionsEntity,Deepti Sharma
POST_46,mentionsEntity,Dream
POST_46,mentionsEntity,India
POST_46,mentionsEntity,Sri Lanka
POST_46,mentionsEntity,Women
POST_46,mentionsEntity,at the
POST_46,mentionsEntity,deepti sharma
POST_46,mentionsEntity,dream start
POST_46,mentionsEntity,for india
POST_46,mentionsEntity,lanka in
POST_46,mentionsEntity,over sri
POST_46,mentionsEntity,round show
POST_46,mentionsEntity,run win
POST_46,mentionsEntity,s brilliant
POST_46,mentionsEntity,s cricket
POST_46,mentionsEntity,the opener
POST_46,mentionsEntity,to a
POST_46,mentionsEntity,world cup
POST_46,mentionsUser,yolacricket
POST_46,postedAtHour,6
POST_46,postedAtMonth,Sep
POST_46,postedAtYear,2025
POST_47,hasKeyword,women's world cup
POST_47,hasKeyword,world cup
POST_47,hasNumber,269/
POST_47,hasNumber,59
POST_47,hasSentiment,sent_neutral
POST_47,isAboutEvent,2025
POST_47,isAboutEvent,Cricket
POST_47,isAboutEvent,Cup
POST_47,isAboutEvent,World
POST_47,mentionsEntity,Congrats Team Indiaespncricinfo
POST_47,mentionsEntity,Women
POST_47,mentionsEntity,World
POST_47,mentionsEntity,congrats team
POST_47,mentionsEntity,dls method
POST_47,mentionsEntity,matchicc women
POST_47,mentionsEntity,resultind women
POST_47,mentionsEntity,s world
POST_47,mentionsEntity,vs sl
POST_47,mentionsEntity,women won
POST_47,postedAtHour,6
POST_47,postedAtMonth,Sep
POST_47,postedAtYear,2025
POST_48,hasHashtag,#cwc25for
POST_48,hasHashtag,#indvsl
POST_48,hasHashtag,#teamindia
POST_48,hasHashtag,#womeninblue
POST_48,hasKeyword,cwc
POST_48,hasKeyword,cwc25
POST_48,hasNumber,202
POST_48,hasSentiment,sent_neutral
POST_48,isAboutEvent,2025
POST_48,isAboutEvent,Cricket
POST_48,isAboutEvent,Cup
POST_48,isAboutEvent,World
POST_48,mentionsEntity,Scorecard
POST_48,mentionsEntity,a cracking
POST_48,mentionsEntity,ball rolling
POST_48,mentionsEntity,set the
POST_48,mentionsEntity,way to
POST_48,mentionsUser,anilpat05764084
POST_48,mentionsUser,cricket_smasher
POST_48,mentionsUser,devsthakur
POST_48,mentionsUser,isg3164
POST_48,mentionsUser,lifeisanelation
POST_48,mentionsUser,purnima017
POST_48,mentionsUser,yolacricket
POST_48,postedAtHour,6
POST_48,postedAtMonth,Sep
POST_48,postedAtYear,2025
POST_49,hasHashtag,#cwc25thecricketer
POST_49,hasKeyword,cricket world cup
POST_49,hasKeyword,cwc
POST_49,hasKeyword,cwc25
POST_49,hasKeyword,world cup
POST_49,hasSentiment,sent_neutral
POST_49,isAboutEvent,2025
POST_49,isAboutEvent,Cricket
POST_49,isAboutEvent,Cup
POST_49,isAboutEvent,World
POST_49,mentionsEntity,Afghans
POST_49,mentionsEntity,As
POST_49,mentionsEntity,Cricket World Cup
POST_49,mentionsEntity,Guwahati
POST_49,mentionsEntity,Topics
POST_49,mentionsEntity,as news
POST_49,mentionsEntity,being placed
POST_49,mentionsEntity,cricketers were
POST_49,mentionsEntity,emerged of
POST_49,mentionsEntity,for the
POST_49,mentionsEntity,further restrictions
POST_49,mentionsEntity,in attendance
POST_49,mentionsEntity,match in
POST_49,mentionsEntity,on the
POST_49,mentionsEntity,opening cricket
POST_49,mentionsEntity,rights of
POST_49,mentionsEntity,s female
POST_49,mentionsEntity,the country
POST_49,mentionsEntity,world cup
POST_49,mentionsUser,nickhowson
POST_49,postedAtHour,6
POST_49,postedAtMonth,Sep
POST_49,postedAtYear,2025
POST_5,hasHashtag,#cwc25thecricketer
POST_5,hasKeyword,cwc
POST_5,hasKeyword,cwc25
POST_5,hasSentiment,sent_neutral
POST_5,isAboutEvent,2025
POST_5,isAboutEvent,Cricket
POST_5,isAboutEvent,Cup
POST_5,isAboutEvent,World
POST_5,mentionsEntity,Topics
POST_5,mentionsEntity,and it
POST_5,mentionsEntity,at a
POST_5,mentionsEntity,because of
POST_5,mentionsEntity,come through
POST_5,mentionsEntity,m also
POST_5,mentionsEntity,s easy
POST_5,mentionsEntity,similar age
POST_5,mentionsEntity,that have
POST_5,mentionsEntity,to build
POST_5,mentionsEntity,to the
POST_5,mentionsEntity,younger girls
POST_5,postedAtHour,11
POST_5,postedAtMonth,Sep
POST_5,postedAtYear,2025
POST_50,hasHashtag,#amanjotkaur
POST_50,hasHashtag,#cricket
POST_50,hasHashtag,#crickettwitter
POST_50,hasHashtag,#deeptisharma
POST_50,hasHashtag,#harmanpreetkaur
POST_50,hasHashtag,#indvsl
POST_50,hasHashtag,#indwvsslw
POST_50,hasNumber,103
POST_50,hasSentiment,sent_neutral
POST_50,isAboutEvent,None
POST_50,mentionsEntity,Amanjot
POST_50,mentionsEntity,Cricket
POST_50,mentionsEntity,Deepti
POST_50,mentionsEntity,India
POST_50,mentionsEntity,Report
POST_50,mentionsEntity,Statistical Highlights
POST_50,mentionsEntity,Talking Point
POST_50,mentionsEntity,in tournament
POST_50,mentionsEntity,report including
POST_50,mentionsEntity,run seventh
POST_50,mentionsEntity,saves india
POST_50,mentionsEntity,statistical highlights
POST_50,mentionsEntity,talking point
POST_50,mentionsEntity,wicket stand
POST_50,postedAtHour,6
POST_50,postedAtMonth,Sep
POST_50,postedAtYear,2025
POST_51,hasHashtag,#cwc2025
POST_51,hasHashtag,#icc
POST_51,hasHashtag,#iccwomensworldcup2025latestly
POST_51,hasKeyword,cwc
POST_51,hasKeyword,cwc2025
POST_51,hasKeyword,women's world cup
POST_51,hasKeyword,world cup
POST_51,hasKeyword,world cup 2025
POST_51,hasNumber,2025
POST_51,hasSentiment,sent_positive
POST_51,isAboutEvent,2025
POST_51,isAboutEvent,Cricket
POST_51,isAboutEvent,Cup
POST_51,isAboutEvent,World
POST_51,mentionsEntity,India Women Register Convincing Win Over Sri Lanka Women
POST_51,mentionsEntity,Opening Game
POST_51,mentionsEntity,Points Table Updated With
POST_51,mentionsEntity,Women
POST_51,mentionsEntity,World Cup
POST_51,mentionsEntity,icc women
POST_51,mentionsEntity,india women
POST_51,mentionsEntity,opening game
POST_51,mentionsEntity,points table
POST_51,mentionsEntity,register convincing
POST_51,mentionsEntity,s world
POST_51,mentionsEntity,sri lanka
POST_51,mentionsEntity,updated with
POST_51,mentionsEntity,win over
POST_51,mentionsEntity,women in
POST_51,postedAtHour,6
POST_51,postedAtMonth,Sep
POST_51,postedAtYear,2025
POST_52,hasHashtag,#cricketnews
POST_52,hasHashtag,#deeptisharma
POST_52,hasHashtag,#guwahati
POST_52,hasHashtag,#harleendeol
POST_52,hasHashtag,#harmanpreetkaur
POST_52,hasHashtag,#iccwomensworldcup2025
POST_52,hasHashtag,#indwvsslw
POST_52,hasHashtag,#smritimandhana
POST_52,hasKeyword,icc world cup
POST_52,hasKeyword,world cup
POST_52,hasKeyword,world cup 2025
POST_52,hasNumber,2025
POST_52,hasNumber,59
POST_52,hasSentiment,sent_positive
POST_52,isAboutEvent,2025
POST_52,isAboutEvent,Cricket
POST_52,isAboutEvent,Cup
POST_52,isAboutEvent,World
POST_52,mentionsEntity,Campaign With
POST_52,mentionsEntity,Guwahati
POST_52,mentionsEntity,India Women Begin
POST_52,mentionsEntity,Run Win Over Sri Lankalokmattimes
POST_52,mentionsEntity,World Cup
POST_52,mentionsEntity,begin icc
POST_52,mentionsEntity,campaign with
POST_52,mentionsEntity,india women
POST_52,mentionsEntity,over sri
POST_52,mentionsEntity,run win
POST_52,mentionsEntity,world cup
POST_52,postedAtHour,6
POST_52,postedAtMonth,Sep
POST_52,postedAtYear,2025
POST_53,hasHashtag,#cwc2025
POST_53,hasHashtag,#icc
POST_53,hasHashtag,#iccwomensworldcup2025latestly
POST_53,hasKeyword,cwc
POST_53,hasKeyword,cwc2025
POST_53,hasKeyword,women's world cup
POST_53,hasKeyword,world cup
POST_53,hasKeyword,world cup 2025
POST_53,hasNumber,2025
POST_53,hasSentiment,sent_neutral
POST_53,isAboutEvent,2025
POST_53,isAboutEvent,Cricket
POST_53,isAboutEvent,Cup
POST_53,isAboutEvent,World
POST_53,mentionsEntity,Check Latest Team Standings With Net Run Rate
POST_53,mentionsEntity,Points Table Updated With
POST_53,mentionsEntity,Women
POST_53,mentionsEntity,World Cup
POST_53,mentionsEntity,check latest
POST_53,mentionsEntity,icc women
POST_53,mentionsEntity,of women
POST_53,mentionsEntity,points table
POST_53,mentionsEntity,run rate
POST_53,mentionsEntity,s odi
POST_53,mentionsEntity,s world
POST_53,mentionsEntity,team standings
POST_53,mentionsEntity,updated with
POST_53,mentionsEntity,with net
POST_53,postedAtHour,6
POST_53,postedAtMonth,Sep
POST_53,postedAtYear,2025
POST_54,hasSentiment,sent_neutral
POST_54,isAboutEvent,None
POST_54,postedAtHour,6
POST_54,postedAtMonth,Sep
POST_54,postedAtYear,2025
POST_55,hasHashtag,#indwvslw
POST_55,hasHashtag,#wwc2025
POST_55,hasKeyword,world cup
POST_55,hasKeyword,world cup 2025
POST_55,hasKeyword,wwc2025
POST_55,hasNumber,2025
POST_55,hasSentiment,sent_neutral
POST_55,isAboutEvent,2025
POST_55,isAboutEvent,Cricket
POST_55,isAboutEvent,Cup
POST_55,isAboutEvent,World
POST_55,mentionsEntity,Barsapara Cricket Stadium
POST_55,mentionsEntity,Guwahati
POST_55,mentionsEntity,Women
POST_55,mentionsEntity,World Cup
POST_55,mentionsEntity,a record
POST_55,mentionsEntity,at barsapara
POST_55,mentionsEntity,attended group
POST_55,mentionsEntity,breaking attendance
POST_55,mentionsEntity,cricket stadium
POST_55,mentionsEntity,first day
POST_55,mentionsEntity,in any
POST_55,mentionsEntity,of the
POST_55,mentionsEntity,on the
POST_55,mentionsEntity,s world
POST_55,mentionsEntity,stage fixture
POST_55,mentionsEntity,the most
POST_55,postedAtHour,6
POST_55,postedAtMonth,Sep
POST_55,postedAtYear,2025
POST_56,hasNumber,2025/
POST_56,hasNumber,300
POST_56,hasNumber,35
POST_56,hasSentiment,sent_neutral
POST_56,isAboutEvent,None
POST_56,mentionsEntity,England
POST_56,mentionsEntity,and why
POST_56,mentionsEntity,as a
POST_56,mentionsEntity,fuck it
POST_56,mentionsEntity,helping england
POST_56,mentionsEntity,his bat
POST_56,mentionsEntity,i appreciated
POST_56,mentionsEntity,in a
POST_56,mentionsEntity,josbuttlertalking so
POST_56,mentionsEntity,new ambitions
POST_56,mentionsEntity,of captaincy
POST_56,mentionsEntity,of his
POST_56,mentionsEntity,openly about
POST_56,mentionsEntity,shedding that
POST_56,mentionsEntity,still says
POST_56,mentionsEntity,the death
POST_56,mentionsEntity,the pain
POST_56,mentionsEntity,the passing
POST_56,mentionsEntity,world first
POST_56,mentionsUser,josbuttlertalking
POST_56,postedAtHour,6
POST_56,postedAtMonth,Sep
POST_56,postedAtYear,2025
POST_57,hasHashtag,#ausvsnz
POST_57,hasHashtag,#cwc2025indiatoday
POST_57,hasKeyword,cwc
POST_57,hasKeyword,cwc2025
POST_57,hasSentiment,sent_positive
POST_57,isAboutEvent,2025
POST_57,isAboutEvent,Cricket
POST_57,isAboutEvent,Cup
POST_57,isAboutEvent,World
POST_57,mentionsEntity,Australia
POST_57,mentionsEntity,For Tahlia
POST_57,mentionsEntity,New Zealand
POST_57,mentionsEntity,a winning
POST_57,mentionsEntity,australia look
POST_57,mentionsEntity,defence on
POST_57,mentionsEntity,do not
POST_57,mentionsEntity,door neighbours
POST_57,mentionsEntity,for tahlia
POST_57,mentionsEntity,matter as
POST_57,mentionsEntity,new zealand
POST_57,mentionsEntity,note as
POST_57,mentionsEntity,on their
POST_57,mentionsEntity,the numbers
POST_57,mentionsEntity,their title
POST_57,mentionsEntity,they take
POST_57,mentionsEntity,to begin
POST_57,postedAtHour,6
POST_57,postedAtMonth,Sep
POST_57,postedAtYear,2025
POST_58,hasHashtag,#kanaa
POST_58,hasKeyword,cricket world cup
POST_58,hasKeyword,world cup
POST_58,hasKeyword,world cup 2025
POST_58,hasNumber,2018
POST_58,hasNumber,2025
POST_58,hasNumber,22
POST_58,hasNumber,843
POST_58,hasSentiment,sent_positive
POST_58,isAboutEvent,2025
POST_58,isAboutEvent,Cricket
POST_58,isAboutEvent,Cup
POST_58,isAboutEvent,World
POST_58,mentionsEntity,Cricket World Cup
POST_58,mentionsEntity,Guwahati
POST_58,mentionsEntity,Kanaa
POST_58,mentionsEntity,Stadium
POST_58,mentionsEntity,The
POST_58,mentionsEntity,Women
POST_58,mentionsEntity,World Cup
POST_58,mentionsEntity,a record
POST_58,mentionsEntity,any women
POST_58,mentionsEntity,fans at
POST_58,mentionsEntity,fixture at
POST_58,mentionsEntity,for the
POST_58,mentionsEntity,got off
POST_58,mentionsEntity,group stage
POST_58,mentionsEntity,historic start
POST_58,mentionsEntity,in guwahati
POST_58,mentionsEntity,most attended
POST_58,mentionsEntity,s cricket
POST_58,mentionsEntity,s world
POST_58,mentionsEntity,the aca
POST_58,mentionsEntity,the icc
POST_58,mentionsEntity,to a
POST_58,mentionsEntity,world cup
POST_58,postedAtHour,6
POST_58,postedAtMonth,Sep
POST_58,postedAtYear,2025
POST_59,hasNumber,59
POST_59,hasSentiment,sent_neutral
POST_59,isAboutEvent,None
POST_59,postedAtHour,6
POST_59,postedAtMonth,Sep
POST_59,postedAtYear,2025
POST_6,hasKeyword,world cup
POST_6,hasKeyword,world cup opener
POST_6,hasNumber,2025
POST_6,hasSentiment,sent_neutral
POST_6,isAboutEvent,2025
POST_6,isAboutEvent,Cricket
POST_6,isAboutEvent,Cup
POST_6,isAboutEvent,World
POST_6,mentionsEntity,Afghan
POST_6,mentionsEntity,Australia
POST_6,mentionsEntity,Canberra
POST_6,mentionsEntity,Day Award
POST_6,mentionsEntity,Exiled Afghan
POST_6,mentionsEntity,India In March
POST_6,mentionsEntity,Indian High Commission
POST_6,mentionsEntity,Read
POST_6,mentionsEntity,Sports
POST_6,mentionsEntity,The Australia Today International Women
POST_6,mentionsEntity,World Cup
POST_6,mentionsEntity,after receiving
POST_6,mentionsEntity,attend world
POST_6,mentionsEntity,australia to
POST_6,mentionsEntity,award in
POST_6,mentionsEntity,cup opener
POST_6,mentionsEntity,exiled afghan
POST_6,mentionsEntity,felicitated by
POST_6,mentionsEntity,high commission
POST_6,mentionsEntity,in canberra
POST_6,mentionsEntity,in india
POST_6,mentionsEntity,in march
POST_6,mentionsEntity,living in
POST_6,mentionsEntity,read more
POST_6,mentionsEntity,s cricket
POST_6,mentionsEntity,s day
POST_6,mentionsEntity,team members
POST_6,mentionsEntity,the afghan
POST_6,mentionsEntity,the australia
POST_6,mentionsEntity,the indian
POST_6,mentionsEntity,today international
POST_6,mentionsEntity,were also
POST_6,mentionsEntity,women cricketers
POST_6,mentionsUser,albomp
POST_6,mentionsUser,assamcric
POST_6,mentionsUser,aushcindia
POST_6,mentionsUser,bcci
POST_6,mentionsUser,bcciwomen
POST_6,mentionsUser,cricketaus
POST_6,mentionsUser,dramitsarwal
POST_6,mentionsUser,firoza_amiri
POST_6,mentionsUser,hcicanberra
POST_6,mentionsUser,jacintaallanmp
POST_6,mentionsUser,narendramodi
POST_6,mentionsUser,nathutchins
POST_6,mentionsUser,pallavi_aus
POST_6,mentionsUser,rishi_suri
POST_6,mentionsUser,wazhmaayoubi
POST_6,postedAtHour,11
POST_6,postedAtMonth,Sep
POST_6,postedAtYear,2025
POST_60,hasKeyword,women's world cup
POST_60,hasKeyword,world cup
POST_60,hasKeyword,world cup 2025
POST_60,hasNumber,1
POST_60,hasNumber,2025
POST_60,hasNumber,59
POST_60,hasSentiment,sent_neutral
POST_60,isAboutEvent,2025
POST_60,isAboutEvent,Cricket
POST_60,isAboutEvent,Cup
POST_60,isAboutEvent,World
POST_60,mentionsEntity,India
POST_60,mentionsEntity,Match
POST_60,mentionsEntity,Sri Lanka
POST_60,mentionsEntity,Women
POST_60,mentionsEntity,World Cup
POST_60,mentionsEntity,beating sri
POST_60,mentionsEntity,campaign in
POST_60,mentionsEntity,fine style
POST_60,mentionsEntity,icc women
POST_60,mentionsEntity,india begin
POST_60,mentionsEntity,lanka by
POST_60,mentionsEntity,s world
POST_60,postedAtHour,6
POST_60,postedAtMonth,Sep
POST_60,postedAtYear,2025
POST_61,hasHashtag,#cwc25campaign
POST_61,hasHashtag,#indvsl
POST_61,hasHashtag,#teamindiamake
POST_61,hasHashtag,#womeninblue
POST_61,hasKeyword,cwc
POST_61,hasKeyword,cwc25
POST_61,hasNumber,202
POST_61,hasNumber,3
POST_61,hasSentiment,sent_positive
POST_61,isAboutEvent,2025
POST_61,isAboutEvent,Cricket
POST_61,isAboutEvent,Cup
POST_61,isAboutEvent,World
POST_61,mentionsEntity,Deepti Sharma
POST_61,mentionsEntity,Match
POST_61,mentionsEntity,Player
POST_61,mentionsEntity,Scorecard
POST_61,mentionsEntity,Showcasing
POST_61,mentionsEntity,a crucial
POST_61,mentionsEntity,award as
POST_61,mentionsEntity,deepti sharma
POST_61,mentionsEntity,in style
POST_61,mentionsEntity,player of
POST_61,mentionsEntity,round abilities
POST_61,mentionsEntity,showcasing her
POST_61,mentionsEntity,teamindiamake a
POST_61,mentionsEntity,the match
POST_61,mentionsEntity,to our
POST_61,mentionsEntity,wicket haul
POST_61,mentionsEntity,winning start
POST_61,mentionsEntity,with the
POST_61,postedAtHour,6
POST_61,postedAtMonth,Sep
POST_61,postedAtYear,2025
POST_62,hasKeyword,cricket world cup
POST_62,hasKeyword,world cup
POST_62,hasKeyword,world cup 2025
POST_62,hasNumber,2025
POST_62,hasNumber,59
POST_62,hasSentiment,sent_neutral
POST_62,isAboutEvent,2025
POST_62,isAboutEvent,Cricket
POST_62,isAboutEvent,Cup
POST_62,isAboutEvent,World
POST_62,mentionsEntity,Match Of Womens Cricket World Cup
POST_62,mentionsEntity,Runs In The
POST_62,mentionsEntity,Team India Beat Sri Lanka By
POST_62,mentionsEntity,beat sri
POST_62,mentionsEntity,lanka by
POST_62,mentionsEntity,match of
POST_62,mentionsEntity,runs in
POST_62,mentionsEntity,team india
POST_62,mentionsEntity,womens cricket
POST_62,mentionsEntity,world cup
POST_62,postedAtHour,6
POST_62,postedAtMonth,Sep
POST_62,postedAtYear,2025
POST_63,hasKeyword,cricket world cup
POST_63,hasKeyword,world cup
POST_63,hasKeyword,world cup 2025
POST_63,hasNumber,2025
POST_63,hasNumber,59
POST_63,hasSentiment,sent_neutral
POST_63,isAboutEvent,2025
POST_63,isAboutEvent,Cricket
POST_63,isAboutEvent,Cup
POST_63,isAboutEvent,World
POST_63,mentionsEntity,India Beat Sri Lanka By
POST_63,mentionsEntity,Match Of Womens Cricket World Cup
POST_63,mentionsEntity,Runs In The
POST_63,mentionsEntity,india beat
POST_63,mentionsEntity,match of
POST_63,mentionsEntity,runs in
POST_63,mentionsEntity,sri lanka
POST_63,mentionsEntity,womens cricket
POST_63,mentionsEntity,world cup
POST_63,postedAtHour,6
POST_63,postedAtMonth,Sep
POST_63,postedAtYear,2025
POST_64,hasKeyword,cricket world cup
POST_64,hasKeyword,world cup
POST_64,hasKeyword,world cup 2025
POST_64,hasNumber,2025
POST_64,hasNumber,59
POST_64,hasSentiment,sent_neutral
POST_64,isAboutEvent,2025
POST_64,isAboutEvent,Cricket
POST_64,isAboutEvent,Cup
POST_64,isAboutEvent,World
POST_64,mentionsEntity,India Beat Sri Lanka By
POST_64,mentionsEntity,Match Of Womens Cricket World Cup
POST_64,mentionsEntity,Runs In The
POST_64,mentionsEntity,india beat
POST_64,mentionsEntity,match of
POST_64,mentionsEntity,runs in
POST_64,mentionsEntity,sri lanka
POST_64,mentionsEntity,womens cricket
POST_64,mentionsEntity,world cup
POST_64,postedAtHour,6
POST_64,postedAtMonth,Sep
POST_64,postedAtYear,2025
POST_65,hasHashtag,#cricket
POST_65,hasHashtag,#cwc25
POST_65,hasHashtag,#indvsl
POST_65,hasKeyword,cwc
POST_65,hasKeyword,cwc25
POST_65,hasKeyword,world cup
POST_65,hasKeyword,world cup 2025
POST_65,hasNumber,2025
POST_65,hasNumber,3
POST_65,hasNumber,53
POST_65,hasSentiment,sent_positive
POST_65,isAboutEvent,2025
POST_65,isAboutEvent,Cricket
POST_65,isAboutEvent,Cup
POST_65,isAboutEvent,World
POST_65,mentionsEntity,Amanjot
POST_65,mentionsEntity,Cricket
POST_65,mentionsEntity,First
POST_65,mentionsEntity,India Women
POST_65,mentionsEntity,Match
POST_65,mentionsEntity,Player
POST_65,mentionsEntity,World Cup
POST_65,mentionsEntity,deepti sharma
POST_65,mentionsEntity,first win
POST_65,mentionsEntity,for india
POST_65,mentionsEntity,match winning
POST_65,mentionsEntity,partnership with
POST_65,mentionsEntity,player of
POST_65,mentionsEntity,round brilliance
POST_65,mentionsEntity,sets the
POST_65,mentionsEntity,steals the
POST_65,mentionsEntity,the match
POST_65,mentionsEntity,tone for
POST_65,mentionsEntity,world cup
POST_65,postedAtHour,6
POST_65,postedAtMonth,Sep
POST_65,postedAtYear,2025
POST_66,hasHashtag,#cwc2025
POST_66,hasHashtag,#indvslfanport
POST_66,hasHashtag,#teamindia
POST_66,hasHashtag,#womenscricket
POST_66,hasKeyword,cwc
POST_66,hasKeyword,cwc2025
POST_66,hasNumber,2025
POST_66,hasNumber,59
POST_66,hasSentiment,sent_neutral
POST_66,isAboutEvent,2025
POST_66,isAboutEvent,Cricket
POST_66,isAboutEvent,Cup
POST_66,isAboutEvent,World
POST_66,postedAtHour,6
POST_66,postedAtMonth,Sep
POST_66,postedAtYear,2025
POST_67,hasHashtag,#amanjotkaur
POST_67,hasHashtag,#deeptisharma
POST_67,hasHashtag,#harmanpreetkaur
POST_67,hasHashtag,#indvssl
POST_67,hasHashtag,#slvsind
POST_67,hasHashtag,#teamindia
POST_67,hasNumber,59
POST_67,hasSentiment,sent_neutral
POST_67,isAboutEvent,None
POST_67,postedAtHour,6
POST_67,postedAtMonth,Sep
POST_67,postedAtYear,2025
POST_68,hasHashtag,#iccwomensworldcup
POST_68,hasHashtag,#iccworldcuplokmat
POST_68,hasSentiment,sent_neutral
POST_68,isAboutEvent,None
POST_68,postedAtHour,6
POST_68,postedAtMonth,Sep
POST_68,postedAtYear,2025
POST_69,hasKeyword,world cup
POST_69,hasKeyword,world cup 2025
POST_69,hasNumber,2025
POST_69,hasSentiment,sent_neutral
POST_69,isAboutEvent,2025
POST_69,isAboutEvent,Cricket
POST_69,isAboutEvent,Cup
POST_69,isAboutEvent,World
POST_69,mentionsEntity,Cricket Grand Opening
POST_69,mentionsEntity,India Women
POST_69,mentionsEntity,World Cup
POST_69,mentionsEntity,grand opening
POST_69,mentionsEntity,in the
POST_69,mentionsEntity,india women
POST_69,mentionsEntity,s cricket
POST_69,mentionsEntity,world cup
POST_69,postedAtHour,6
POST_69,postedAtMonth,Sep
POST_69,postedAtYear,2025
POST_7,hasKeyword,world cup
POST_7,hasNumber,01/
POST_7,hasNumber,10
POST_7,hasNumber,2025
POST_7,hasSentiment,sent_neutral
POST_7,isAboutEvent,2025
POST_7,isAboutEvent,Cricket
POST_7,isAboutEvent,Cup
POST_7,isAboutEvent,World
POST_7,mentionsEntity,Australian
POST_7,mentionsEntity,Why Phoebe Litchfield
POST_7,mentionsEntity,World Cup
POST_7,mentionsEntity,cup could
POST_7,mentionsEntity,in australian
POST_7,mentionsEntity,new era
POST_7,mentionsEntity,odi world
POST_7,mentionsEntity,s first
POST_7,mentionsEntity,signal a
POST_7,mentionsEntity,why phoebe
POST_7,postedAtHour,11
POST_7,postedAtMonth,Sep
POST_7,postedAtYear,2025
POST_70,hasHashtag,#deeptisharmarepublicworld
POST_70,hasHashtag,#indiavssrilanka
POST_70,hasHashtag,#womensworldcup2025
POST_70,hasKeyword,women's world cup
POST_70,hasKeyword,world cup
POST_70,hasKeyword,world cup 2025
POST_70,hasNumber,2025
POST_70,hasNumber,59
POST_70,hasSentiment,sent_positive
POST_70,isAboutEvent,2025
POST_70,isAboutEvent,Cricket
POST_70,isAboutEvent,Cup
POST_70,isAboutEvent,World
POST_70,mentionsEntity,All
POST_70,mentionsEntity,Deepti Sharma
POST_70,mentionsEntity,Round Masterclass Helps Team India Secure Convincing
POST_70,mentionsEntity,Run Win Over Sri Lanka
POST_70,mentionsEntity,Women
POST_70,mentionsEntity,World Cup
POST_70,mentionsEntity,deepti sharma
POST_70,mentionsEntity,helps team
POST_70,mentionsEntity,india secure
POST_70,mentionsEntity,over sri
POST_70,mentionsEntity,round masterclass
POST_70,mentionsEntity,run win
POST_70,mentionsEntity,s all
POST_70,mentionsEntity,s world
POST_70,postedAtHour,6
POST_70,postedAtMonth,Sep
POST_70,postedAtYear,2025
POST_71,hasHashtag,#amanjotkaurshine
POST_71,hasHashtag,#deeptisharma
POST_71,hasKeyword,world cup
POST_71,hasKeyword,world cup 2025
POST_71,hasNumber,2025
POST_71,hasNumber,59
POST_71,hasSentiment,sent_positive
POST_71,isAboutEvent,2025
POST_71,isAboutEvent,Cricket
POST_71,isAboutEvent,Cup
POST_71,isAboutEvent,World
POST_71,mentionsEntity,India
POST_71,mentionsEntity,Sri Lankadnaindia
POST_71,mentionsEntity,Women
POST_71,mentionsEntity,World Cup
POST_71,mentionsEntity,amanjotkaurshine as
POST_71,mentionsEntity,campaign with
POST_71,mentionsEntity,india begin
POST_71,mentionsEntity,over sri
POST_71,mentionsEntity,run win
POST_71,mentionsEntity,s world
POST_71,mentionsEntity,w vs
POST_71,mentionsUser,kareyaku1980
POST_71,postedAtHour,6
POST_71,postedAtMonth,Sep
POST_71,postedAtYear,2025
POST_72,hasHashtag,#cricket
POST_72,hasHashtag,#indvssl
POST_72,hasNumber,2025
POST_72,hasNumber,59
POST_72,hasSentiment,sent_neutral
POST_72,isAboutEvent,None
POST_72,postedAtHour,6
POST_72,postedAtMonth,Sep
POST_72,postedAtYear,2025
POST_73,hasKeyword,world cup
POST_73,hasNumber,2025
POST_73,hasSentiment,sent_neutral
POST_73,isAboutEvent,2025
POST_73,isAboutEvent,Cricket
POST_73,isAboutEvent,Cup
POST_73,isAboutEvent,World
POST_73,mentionsEntity,Cricket
